latitud,longitud
25.619553,-100.264005
25.729149,-100.327505
25.781005,-100.402053
25.751601,-100.357798
25.743524,-100.352748
25.719443,-100.323299
25.653437,-100.316332
25.703691,-100.35817
25.662362,-100.332301
25.736198,-100.369314
25.754918,-100.382385
25.662312,-100.32111
25.721124,-100.351824
25.709323,-100.318711
25.786232,-100.398884
25.619699,-100.265988
25.731944,-100.384952
25.642149,-100.277687
25.657428,-100.311739
25.721929,-100.350952
25.653325,-100.302663
25.743216,-100.344909
25.735784,-100.335255
25.695182,-100.330712
25.724928,-100.371149
25.701245,-100.277271
25.592019,-100.247385
25.699343,-100.329003
25.701451,-100.305115
25.744106,-100.346416
25.64779,-100.291453
25.783641,-100.409583
25.585237,-100.23437
25.746024,-100.342485
25.730793,-100.321666
25.73023,-100.34619
25.771551,-100.372173
25.763866,-100.36277
25.780714,-100.375573
25.780686,-100.413077
25.585105,-100.234367
25.65646,-100.324155
25.701882,-100.358638
25.776528,-100.415045
25.729425,-100.342155
25.773226,-100.36475
25.760469,-100.35993
25.795097,-100.400827
25.703278,-100.290157
25.771532,-100.363024
25.744087,-100.347241
25.78373,-100.373846
25.791018,-100.404215
25.740471,-100.346196
25.724312,-100.332268
25.659974,-100.299699
25.740393,-100.346232
25.730662,-100.382465
25.583786,-100.247019
25.764073,-100.365353
25.745484,-100.369009
25.64621,-100.310476
25.785836,-100.408242
25.761556,-100.356529
25.62708,-100.281526
25.723537,-100.383728
25.779842,-100.38049
25.693008,-100.283607
25.774692,-100.376671
25.661734,-100.326692
25.692634,-100.28056
25.693749,-100.303714
25.695279,-100.33209
25.657997,-100.307062
25.725813,-100.385773
25.772295,-100.388784
25.751227,-100.353141
25.729674,-100.37489
25.767237,-100.36364
25.752361,-100.382894
25.726667,-100.33648
25.753252,-100.366272
25.748165,-100.325059
25.686745,-100.315704
25.684996,-100.300879
25.723206,-100.384427
25.642488,-100.301481
25.662758,-100.294597
25.579761,-100.237151
25.743552,-100.348811
25.631764,-100.298938
25.784488,-100.403185
25.700386,-100.313416
25.735422,-100.365456
25.732085,-100.333366
25.761652,-100.399259
25.725982,-100.339586
25.714439,-100.363346
25.748326,-100.353592
25.770843,-100.367932
25.708,-100.361948
25.592538,-100.246466
25.769857,-100.361028
25.629425,-100.283847
25.620202,-100.262836
25.747143,-100.352716
25.751639,-100.356997
25.731477,-100.365153
25.626201,-100.298716
25.66889,-100.286397
25.647429,-100.308872
25.684681,-100.286239
25.718769,-100.36176
25.772901,-100.374528
25.701335,-100.284587
25.686566,-100.316432
25.685959,-100.31659
25.723781,-100.335598
25.635258,-100.294309
25.751783,-100.356154
25.65669,-100.301231
25.745949,-100.355711
25.792394,-100.401114
25.729179,-100.32778
25.679677,-100.30586
25.686908,-100.284179
25.784895,-100.372524
25.733122,-100.363562
25.760985,-100.381699
25.536535,-100.207631
25.754557,-100.384757
25.651507,-100.318145
25.627336,-100.286399
25.753724,-100.354506
25.730946,-100.344327
25.775862,-100.368397
25.755745,-100.351431
25.751816,-100.373654
25.752751,-100.355155
25.71322,-100.341647
25.686563,-100.295416
25.773249,-100.382122
25.630943,-100.290133
25.73778,-100.347429
25.707862,-100.327917
25.707722,-100.292845
25.654471,-100.312899
25.72992,-100.334041
25.641252,-100.289552
25.697495,-100.325566
25.630818,-100.29458
25.739292,-100.381937
25.753323,-100.354555
25.764405,-100.389091
25.733299,-100.368659
25.640937,-100.289644
25.661951,-100.292936
25.777703,-100.383915
25.754914,-100.381696
25.588165,-100.245319
25.73154,-100.32881
25.736382,-100.384193
25.741425,-100.3517
25.751618,-100.359518
25.777418,-100.415252
25.590634,-100.242304
25.587277,-100.244979
25.637381,-100.301498
25.714461,-100.370648
25.695697,-100.304144
25.661999,-100.320058
25.775897,-100.373687
25.714839,-100.370235
25.771475,-100.397716
25.73842,-100.340803
25.766817,-100.363613
25.762665,-100.385109
25.786706,-100.406027
25.659166,-100.32825
25.758206,-100.360957
25.658639,-100.325814
25.616507,-100.266854
25.667258,-100.288428
25.778116,-100.40395
25.62833,-100.285291
25.609885,-100.272906
25.783895,-100.374561
25.672394,-100.31916
25.661562,-100.325507
25.657453,-100.320664
25.776584,-100.397252
25.739837,-100.392265
25.768436,-100.361219
25.75819,-100.3581
25.543423,-100.222547
25.656895,-100.32113
25.690004,-100.330503
25.767112,-100.359379
25.63435,-100.288164
25.69806,-100.327201
25.776788,-100.409912
25.770173,-100.366411
25.782861,-100.410467
25.731331,-100.367438
25.729805,-100.400745
25.68213,-100.305895
25.750558,-100.357868
25.731831,-100.342843
25.620338,-100.265367
25.636387,-100.293858
25.791558,-100.405857
25.640117,-100.306563
25.744113,-100.345635
25.622674,-100.275533
25.659781,-100.330855
25.691803,-100.331891
25.750997,-100.410322
25.630684,-100.282268
25.787392,-100.374999
25.732396,-100.375359
25.776063,-100.407705
25.787294,-100.378617
25.653249,-100.317547
25.751394,-100.348523
25.642611,-100.270558
25.788563,-100.379393
25.74418,-100.381601
25.603954,-100.256199
25.754284,-100.379954
25.754991,-100.351029
25.787596,-100.407451
25.662817,-100.29906
25.769518,-100.376984
25.731215,-100.37681
25.691737,-100.284546
25.759449,-100.39237
25.593218,-100.247764
25.705756,-100.292134
25.734956,-100.353252
25.787035,-100.408193
25.730166,-100.381645
25.749734,-100.403059
25.746731,-100.346185
25.732814,-100.376717
25.739013,-100.335779
25.776558,-100.414117
25.785978,-100.376668
25.779238,-100.380548
25.698095,-100.294641
25.659551,-100.309443
25.731548,-100.341349
25.761747,-100.361455
25.774796,-100.393964
25.727776,-100.368387
25.638929,-100.304505
25.720945,-100.377349
25.69207,-100.296743
25.68658,-100.280479
25.757949,-100.382482
25.656781,-100.320216
25.741545,-100.345625
25.698607,-100.327805
25.617111,-100.26362
25.695925,-100.290564
25.77441,-100.375682
25.767485,-100.379237
25.755083,-100.360306
25.7656,-100.386721
25.732887,-100.394397
25.684868,-100.326891
25.694713,-100.331511
25.703937,-100.331666
25.64253,-100.299116
25.779474,-100.380996
25.618348,-100.263886
25.718097,-100.363986
25.680825,-100.311228
25.778294,-100.369213
25.657413,-100.302146
25.756647,-100.383899
25.750861,-100.344026
25.639644,-100.295163
25.636351,-100.303244
25.749104,-100.341972
25.706773,-100.367304
25.631178,-100.290881
25.743714,-100.342278
25.783217,-100.381995
25.658258,-100.272052
25.634857,-100.289
25.638637,-100.307528
25.754109,-100.366606
25.747661,-100.343166
25.673325,-100.312604
25.702451,-100.332098
25.786874,-100.375644
25.754364,-100.353064
25.731842,-100.33608
25.727791,-100.328027
25.664217,-100.295092
25.757599,-100.358762
25.70095,-100.30398
25.791527,-100.395005
25.639306,-100.307284
25.702742,-100.328328
25.703283,-100.283811
25.757542,-100.374637
25.704607,-100.37588
25.685073,-100.342407
25.650801,-100.314278
25.583921,-100.232911
25.784271,-100.399828
25.72727,-100.386383
25.701223,-100.358032
25.657434,-100.324257
25.618387,-100.264448
25.656448,-100.30927
25.581498,-100.239426
25.642387,-100.304936
25.754833,-100.352928
25.593206,-100.24257
25.788789,-100.405986
25.787755,-100.401434
25.681575,-100.321307
25.7493,-100.36661
25.791746,-100.396781
25.755543,-100.390778
25.668686,-100.276725
25.736728,-100.353882
25.785209,-100.396654
25.770599,-100.359193
25.699135,-100.28487
25.770535,-100.374241
25.667854,-100.300731
25.702494,-100.326148
25.581392,-100.238151
25.791037,-100.343964
25.76885,-100.394823
25.699582,-100.277665
25.696515,-100.330477
25.622208,-100.278542
25.650566,-100.279245
25.742217,-100.341365
25.659252,-100.29844
25.77197,-100.363846
25.696659,-100.28002
25.585815,-100.235278
25.783887,-100.378556
25.659426,-100.331044
25.77432,-100.376953
25.748393,-100.357915
25.769006,-100.382208
25.750564,-100.354001
25.738761,-100.383422
25.701695,-100.327446
25.728684,-100.401023
25.773827,-100.413509
25.728116,-100.347401
25.739967,-100.381106
25.642753,-100.308967
25.752153,-100.351145
25.785911,-100.404449
25.629756,-100.292355
25.712417,-100.345168
25.77405,-100.377191
25.697899,-100.291643
25.747425,-100.357417
25.725254,-100.383622
25.76174,-100.360691
25.754571,-100.352712
25.748603,-100.355499
25.731426,-100.327242
25.773251,-100.369321
25.689985,-100.279971
25.755113,-100.382614
25.776914,-100.408673
25.657145,-100.328668
25.772293,-100.366861
25.770847,-100.381332
25.775359,-100.377842
25.770152,-100.378959
25.75026,-100.372892
25.781548,-100.379884
25.731582,-100.347456
25.598209,-100.268869
25.777973,-100.367442
25.769758,-100.397245
25.657284,-100.311017
25.737399,-100.381715
25.59268,-100.244511
25.764291,-100.377741
25.778083,-100.367943
25.7104,-100.329198
25.759768,-100.393659
25.786286,-100.378029
25.565715,-100.237354
25.656152,-100.326171
25.698702,-100.277488
25.632395,-100.298655
25.649584,-100.315232
25.693815,-100.331705
25.682171,-100.291045
25.770926,-100.399434
25.740717,-100.392256
25.758672,-100.392763
25.777608,-100.404326
25.730757,-100.376719
25.702317,-100.357004
25.782978,-100.381074
25.78591,-100.399664
25.654763,-100.320551
25.726573,-100.383752
25.585539,-100.234025
25.701079,-100.340973
25.663019,-100.301975
25.72381,-100.324053
25.694516,-100.312842
25.670099,-100.29515
25.784456,-100.391497
25.651323,-100.304405
25.751533,-100.379896
25.617413,-100.265399
25.691227,-100.33163
25.727982,-100.384819
25.727845,-100.384634
25.755089,-100.394308
25.637343,-100.294047
25.756656,-100.354501
25.756357,-100.374007
25.792636,-100.40094
25.787585,-100.407117
25.730968,-100.379934
25.69285,-100.288177
25.764738,-100.386542
25.646762,-100.308143
25.607928,-100.270853
25.793118,-100.385295
25.641243,-100.305123
25.787783,-100.40385
25.659267,-100.330004
25.688755,-100.282139
25.754433,-100.375547
25.700557,-100.344707
25.632129,-100.281571
25.655068,-100.32243
25.579791,-100.237948
25.638203,-100.309079
25.738085,-100.327463
25.740002,-100.392142
25.748476,-100.360362
25.775255,-100.379661
25.75133,-100.351486
25.729607,-100.33895
25.788134,-100.400316
25.745869,-100.401775
25.764518,-100.37892
25.73908,-100.34637
25.770525,-100.359222
25.731331,-100.365052
25.734415,-100.3285
25.77382,-100.363195
25.703617,-100.337221
25.741358,-100.333798
25.776743,-100.368957
25.794703,-100.380438
25.583484,-100.235719
25.697957,-100.278516
25.767034,-100.385942
25.714623,-100.370935
25.683279,-100.289343
25.775282,-100.394612
25.790848,-100.374955
25.769492,-100.363561
25.674747,-100.302809
25.787837,-100.403386
25.758769,-100.416487
25.771059,-100.406865
25.748265,-100.386248
25.657432,-100.307286
25.629435,-100.292081
25.745051,-100.343511
25.710868,-100.345359
25.785508,-100.376982
25.651463,-100.315986
25.689767,-100.334559
25.672324,-100.347918
25.765481,-100.410812
25.659321,-100.316877
25.794635,-100.380268
25.632473,-100.293067
25.58893,-100.246157
25.705056,-100.284803
25.718776,-100.346014
25.720983,-100.339612
25.68348,-100.373169
25.732722,-100.377782
25.777637,-100.366448
25.773765,-100.363338
25.770823,-100.36765
25.660203,-100.320011
25.58423,-100.246417
25.766436,-100.376888
25.698223,-100.328602
25.789055,-100.399355
25.741215,-100.345374
25.713003,-100.337106
25.743121,-100.340146
25.772517,-100.372704
25.663584,-100.293216
25.615111,-100.266302
25.733981,-100.382034
25.751322,-100.3525
25.787077,-100.403035
25.743207,-100.380572
25.588819,-100.248147
25.777168,-100.410575
25.641361,-100.309995
25.703721,-100.332507
25.679216,-100.295812
25.631346,-100.294112
25.657604,-100.31279
25.688839,-100.285407
25.633005,-100.297405
25.651737,-100.312235
25.74505,-100.349072
25.691234,-100.337898
25.693256,-100.332992
25.626997,-100.297826
25.729748,-100.373603
25.635661,-100.281825
25.735935,-100.365809
25.771157,-100.381598
25.72102,-100.377493
25.768081,-100.372012
25.68412,-100.294946
25.729246,-100.396203
25.636194,-100.301648
25.684108,-100.294287
25.667185,-100.28133
25.696357,-100.287227
25.742409,-100.356365
25.75189,-100.358656
25.567389,-100.229753
25.751606,-100.360262
25.753338,-100.353222
25.700045,-100.336236
25.657807,-100.323013
25.738258,-100.375159
25.651924,-100.308907
25.742955,-100.373525
25.745299,-100.343398
25.78631,-100.377504
25.637474,-100.303014
25.591421,-100.246863
25.785792,-100.377672
25.788621,-100.379103
25.752282,-100.375018
25.717987,-100.364658
25.782533,-100.405817
25.778884,-100.415394
25.754322,-100.374557
25.774961,-100.376034
25.795706,-100.382608
25.665864,-100.309328
25.735109,-100.366203
25.740545,-100.34682
25.77286,-100.364914
25.769656,-100.360492
25.760251,-100.402488
25.761301,-100.360768
25.583848,-100.236302
25.756643,-100.357463
25.620492,-100.282643
25.686055,-100.287982
25.781986,-100.410207
25.659855,-100.322906
25.660356,-100.321219
25.758804,-100.375485
25.623683,-100.281815
25.661211,-100.323917
25.789486,-100.406337
25.71888,-100.362612
25.705158,-100.326259
25.710393,-100.351931
25.674094,-100.319432
25.639229,-100.304047
25.656945,-100.316889
25.756976,-100.385091
25.717927,-100.364922
25.695479,-100.29181
25.717776,-100.363959
25.649303,-100.29503
25.750733,-100.344136
25.721234,-100.359745
25.781334,-100.409646
25.757754,-100.383194
25.649487,-100.311337
25.771732,-100.364716
25.648703,-100.311086
25.754706,-100.347924
25.738979,-100.350245
25.745256,-100.365898
25.728772,-100.327005
25.760335,-100.382789
25.671973,-100.359123
25.772413,-100.359927
25.626972,-100.297592
25.765853,-100.381689
25.766623,-100.375949
25.790204,-100.384687
25.754202,-100.347419
25.747734,-100.340529
25.740041,-100.368187
25.699805,-100.329617
25.628541,-100.284179
25.749759,-100.34303
25.754952,-100.386111
25.787242,-100.410736
25.659227,-100.308518
25.704529,-100.344713
25.637498,-100.303309
25.634039,-100.304313
25.637925,-100.29696
25.633528,-100.287779
25.583888,-100.25255
25.79217,-100.376598
25.739241,-100.379023
25.667015,-100.279721
25.738546,-100.374895
25.773449,-100.363695
25.771847,-100.407133
25.778308,-100.384078
25.743176,-100.339277
25.734665,-100.38457
25.688348,-100.327594
25.759481,-100.358729
25.732775,-100.381316
25.698282,-100.326273
25.732654,-100.339263
25.778641,-100.402924
25.734082,-100.364732
25.790928,-100.384182
25.744268,-100.359158
25.673652,-100.31809
25.760878,-100.372067
25.730864,-100.378401
25.730182,-100.32467
25.692096,-100.376066
25.740003,-100.367237
25.687733,-100.276231
25.6173,-100.283934
25.76543,-100.362289
25.7792,-100.405646
25.793759,-100.381969
25.692658,-100.302881
25.770215,-100.376513
25.765181,-100.363001
25.716744,-100.374931
25.770416,-100.385099
25.620057,-100.267876
25.76094,-100.385226
25.783996,-100.395312
25.640298,-100.306983
25.782075,-100.405382
25.692467,-100.29224
25.778302,-100.379238
25.7572,-100.372565
25.68254,-100.296349
25.581094,-100.237145
25.656859,-100.319539
25.617719,-100.267653
25.764471,-100.375827
25.744085,-100.344661
25.728714,-100.327557
25.729137,-100.352941
25.66138,-100.321532
25.791222,-100.382125
25.614101,-100.267138
25.790994,-100.384498
25.701233,-100.327659
25.740447,-100.336499
25.699898,-100.330148
25.764065,-100.360704
25.79537,-100.384123
25.772517,-100.369201
25.76194,-100.357406
25.753032,-100.356974
25.764762,-100.385826
25.73285,-100.332663
25.737603,-100.381333
25.786809,-100.404552
25.717292,-100.325832
25.690876,-100.318295
25.719809,-100.323915
25.717571,-100.327281
25.693022,-100.332348
25.753523,-100.354135
25.749524,-100.36097
25.76982,-100.382527
25.755447,-100.362767
25.780259,-100.406066
25.751311,-100.358715
25.787824,-100.404691
25.759773,-100.384264
25.700873,-100.283694
25.629265,-100.284589
25.616027,-100.265225
25.713477,-100.368817
25.770289,-100.361579
25.665496,-100.285514
25.696665,-100.329165
25.697491,-100.286079
25.671806,-100.319521
25.756982,-100.357627
25.659281,-100.322387
25.792337,-100.38573
25.696265,-100.278369
25.786392,-100.395266
25.712674,-100.347032
25.752261,-100.347662
25.695458,-100.286408
25.787296,-100.400114
25.790317,-100.408991
25.732844,-100.364501
25.695772,-100.33801
25.761902,-100.386103
25.74616,-100.345774
25.686125,-100.316862
25.77716,-100.389363
25.630199,-100.285894
25.581767,-100.239576
25.728663,-100.367998
25.735661,-100.347364
25.7267,-100.334023
25.788369,-100.406528
25.723209,-100.358932
25.740955,-100.379318
25.64078,-100.309455
25.618882,-100.264725
25.629687,-100.284748
25.771781,-100.362765
25.781056,-100.391379
25.70236,-100.305707
25.724943,-100.372773
25.72806,-100.327177
25.771673,-100.375899
25.754689,-100.366202
25.783199,-100.412491
25.598295,-100.269124
25.653304,-100.277335
25.678254,-100.298579
25.754554,-100.372598
25.754522,-100.372826
25.69858,-100.286568
25.736504,-100.334134
25.784924,-100.406151
25.689969,-100.331652
25.718899,-100.345447
25.629598,-100.289985
25.758611,-100.388994
25.634923,-100.289848
25.688609,-100.336998
25.689073,-100.336688
25.758299,-100.381997
25.783118,-100.371018
25.732486,-100.383698
25.618491,-100.270257
25.730596,-100.376186
25.612864,-100.261847
25.662622,-100.270052
25.660759,-100.283646
25.757211,-100.389561
25.662222,-100.285999
25.788141,-100.376192
25.733274,-100.328223
25.69447,-100.298026
25.647183,-100.307705
25.740893,-100.34617
25.768099,-100.373454
25.754544,-100.385031
25.741198,-100.337095
25.765465,-100.374169
25.785797,-100.337095
25.729554,-100.357207
25.762342,-100.371608
25.758887,-100.368272
25.739455,-100.330095
25.68781,-100.336122
25.663872,-100.334283
25.768536,-100.384326
25.718324,-100.348139
25.702188,-100.283599
25.75364,-100.386414
25.793904,-100.405392
25.774899,-100.400814
25.771266,-100.363943
25.771295,-100.403053
25.773063,-100.380019
25.74587,-100.368747
25.661357,-100.301738
25.593459,-100.243775
25.784476,-100.41087
25.75335,-100.381087
25.730555,-100.354946
25.622193,-100.297844
25.759859,-100.355655
25.770207,-100.374435
25.71653,-100.324624
25.763788,-100.363688
25.753838,-100.350891
25.777717,-100.414665
25.634723,-100.288747
25.703821,-100.330098
25.769052,-100.387708
25.668584,-100.288902
25.791218,-100.40635
25.764738,-100.38204
25.663589,-100.334646
25.691665,-100.336183
25.752402,-100.429462
25.791678,-100.406722
25.65197,-100.311111
25.70381,-100.358684
25.655089,-100.27728
25.764257,-100.382384
25.748523,-100.348034
25.654133,-100.303966
25.703427,-100.365711
25.743297,-100.340519
25.761992,-100.363122
25.755559,-100.363712
25.633196,-100.290195
25.774913,-100.39711
25.761743,-100.355828
25.682013,-100.372103
25.742639,-100.340601
25.741325,-100.375853
25.724359,-100.3393
25.786337,-100.397791
25.68597,-100.288083
25.762807,-100.384182
25.753422,-100.386814
25.780816,-100.400842
25.788257,-100.377209
25.692803,-100.33629
25.787949,-100.405491
25.752223,-100.355256
25.701683,-100.282829
25.61858,-100.264198
25.628691,-100.292385
25.755464,-100.353783
25.766234,-100.375269
25.723468,-100.36667
25.777466,-100.409601
25.688349,-100.297519
25.654526,-100.320429
25.745303,-100.410187
25.761445,-100.361164
25.696179,-100.323529
25.632983,-100.28979
25.616192,-100.265611
25.629243,-100.285135
25.641845,-100.305483
25.700664,-100.284498
25.639823,-100.297051
25.771538,-100.360728
25.689415,-100.2814
25.619962,-100.273551
25.721784,-100.325661
25.775418,-100.39491
25.776289,-100.406724
25.681437,-100.329613
25.783932,-100.41554
25.758601,-100.374057
25.740787,-100.373945
25.761842,-100.396281
25.727753,-100.316792
25.660302,-100.314787
25.64111,-100.31082
25.767309,-100.359943
25.767368,-100.386467
25.729784,-100.32469
25.719419,-100.325663
25.719273,-100.325816
25.779161,-100.413176
25.748129,-100.339456
25.742435,-100.360209
25.78973,-100.377127
25.655964,-100.309931
25.770821,-100.363876
25.634079,-100.304371
25.771055,-100.359422
25.779727,-100.378599
25.767113,-100.360222
25.726616,-100.358979
25.764961,-100.364073
25.746151,-100.357992
25.782095,-100.370847
25.616516,-100.292672
25.702601,-100.343285
25.655713,-100.309193
25.762088,-100.362842
25.618673,-100.264398
25.753362,-100.356537
25.742378,-100.357316
25.730088,-100.375293
25.770087,-100.383556
25.536391,-100.207463
25.730341,-100.368515
25.774011,-100.36338
25.741878,-100.360398
25.6935,-100.281486
25.707692,-100.328575
25.774909,-100.418555
25.750103,-100.346158
25.744669,-100.352987
25.753904,-100.35239
25.742573,-100.343095
25.777917,-100.404425
25.766581,-100.382754
25.722576,-100.370853
25.751705,-100.345184
25.614881,-100.266306
25.739476,-100.339986
25.699384,-100.327277
25.614563,-100.266396
25.701527,-100.357552
25.746493,-100.354841
25.752612,-100.35326
25.78182,-100.406757
25.582175,-100.234564
25.69847,-100.280135
25.75055,-100.35529
25.731434,-100.329654
25.622442,-100.262688
25.756551,-100.356604
25.701491,-100.279362
25.699012,-100.338411
25.751285,-100.35857
25.692677,-100.273523
25.731923,-100.377693
25.722046,-100.375926
25.784744,-100.396818
25.755135,-100.352248
25.749943,-100.354804
25.648883,-100.312515
25.76175,-100.362365
25.742032,-100.34031
25.755537,-100.363906
25.780659,-100.370076
25.629315,-100.305796
25.792558,-100.382228
25.639568,-100.306207
25.771096,-100.378749
25.77129,-100.377542
25.765868,-100.379704
25.768335,-100.38285
25.742218,-100.354128
25.730959,-100.334027
25.74335,-100.353811
25.766265,-100.375091
25.774269,-100.418427
25.771438,-100.363581
25.730221,-100.368013
25.731033,-100.365196
25.731572,-100.365418
25.690169,-100.340844
25.768076,-100.361529
25.773282,-100.37914
25.758454,-100.37137
25.73648,-100.382308
25.756048,-100.378225
25.788072,-100.37684
25.68622,-100.316108
25.694391,-100.273554
25.749844,-100.343989
25.691981,-100.330114
25.593681,-100.250286
25.723139,-100.365559
25.612887,-100.264243
25.775979,-100.394363
25.584723,-100.23413
25.728392,-100.379606
25.618351,-100.268049
25.754592,-100.37907
25.682106,-100.305616
25.685233,-100.303574
25.701014,-100.350342
25.685814,-100.317024
25.745149,-100.343741
25.673176,-100.333349
25.727648,-100.381322
25.671592,-100.284651
25.78035,-100.381467
25.750623,-100.369938
25.77423,-100.408364
25.658877,-100.32551
25.802698,-100.262146
25.751358,-100.345177
25.738807,-100.326995
25.759972,-100.359726
25.729027,-100.378426
25.659733,-100.311596
25.767048,-100.399819
25.696398,-100.286312
25.765892,-100.422154
25.717691,-100.326206
25.734243,-100.333748
25.759689,-100.384801
25.66501,-100.343448
25.778145,-100.367239
25.700083,-100.289953
25.620934,-100.265191
25.750367,-100.355008
25.727144,-100.323309
25.741208,-100.394796
25.66413,-100.295809
25.629213,-100.304974
25.750674,-100.348105
25.626354,-100.297603
25.764867,-100.358011
25.632775,-100.286661
25.774019,-100.359949
25.754969,-100.350171
25.790089,-100.379477
25.761809,-100.361299
25.749844,-100.356316
25.795543,-100.382734
25.715871,-100.35482
25.71562,-100.355637
25.766756,-100.35962
25.761936,-100.417543
25.727423,-100.360483
25.642266,-100.30576
25.754322,-100.372321
25.739776,-100.393911
25.767784,-100.373513
25.766443,-100.376918
25.752037,-100.368198
25.69841,-100.329647
25.75096,-100.382157
25.729528,-100.334034
25.766594,-100.377051
25.614956,-100.266702
25.766114,-100.376709
25.757417,-100.393341
25.751372,-100.36868
25.737132,-100.333242
25.720484,-100.326697
25.631001,-100.287233
25.752012,-100.359159
25.7343,-100.359243
25.720538,-100.375738
25.766895,-100.359373
25.742708,-100.341271
25.778196,-100.402524
25.760436,-100.361777
25.737268,-100.337661
25.754535,-100.375423
25.735313,-100.335951
25.752276,-100.358642
25.718879,-100.343494
25.778687,-100.382196
25.656157,-100.311057
25.778025,-100.4156
25.696999,-100.338402
25.724478,-100.332219
25.785786,-100.408177
25.793354,-100.382808
25.590077,-100.245413
25.738185,-100.368909
25.683931,-100.315917
25.662676,-100.291508
25.754358,-100.351423
25.650711,-100.312108
25.720362,-100.34175
25.712938,-100.370842
25.713566,-100.366489
25.691868,-100.301778
25.718504,-100.36627
25.655391,-100.310897
25.717414,-100.364924
25.738312,-100.327819
25.7787,-100.366909
25.730376,-100.325941
25.732254,-100.339166
25.685341,-100.301393
25.732767,-100.376825
25.726291,-100.382963
25.683256,-100.350939
25.682988,-100.351062
25.716305,-100.370675
25.657868,-100.324199
25.672638,-100.324831
25.634912,-100.288914
25.728141,-100.321864
25.789582,-100.404265
25.644532,-100.308965
25.782,-100.400427
25.664575,-100.328565
25.633806,-100.29481
25.699625,-100.350079
25.716729,-100.362794
25.616986,-100.263037
25.63912,-100.305073
25.717449,-100.326623
25.701434,-100.336224
25.733008,-100.376809
25.660686,-100.324403
25.696104,-100.285821
25.77081,-100.359271
25.592316,-100.247409
25.655142,-100.311948
25.698482,-100.293413
25.771038,-100.359203
25.763766,-100.383069
25.701218,-100.284911
25.719943,-100.363656
25.743629,-100.342335
25.777705,-100.379777
25.743754,-100.344251
25.774637,-100.399896
25.768086,-100.362504
25.748362,-100.359037
25.75269,-100.354626
25.723995,-100.361785
25.704616,-100.331269
25.675781,-100.318455
25.690049,-100.272304
25.779283,-100.417369
25.689722,-100.273708
25.637582,-100.297651
25.790424,-100.376517
25.693656,-100.275683
25.774131,-100.413162
25.759163,-100.391557
25.746579,-100.355507
25.778904,-100.376162
25.691754,-100.324928
25.691052,-100.325147
25.77817,-100.392214
25.690832,-100.282292
25.597185,-100.268959
25.782222,-100.409536
25.784192,-100.403059
25.696834,-100.343959
25.731872,-100.319395
25.749906,-100.347922
25.780789,-100.394225
25.651506,-100.312787
25.732527,-100.376759
25.641199,-100.276812
25.750471,-100.353238
25.72983,-100.341333
25.787872,-100.410897
25.627884,-100.283266
25.631762,-100.286091
25.733282,-100.343423
25.740854,-100.336949
25.740085,-100.346057
25.659833,-100.330353
25.755323,-100.381984
25.740309,-100.391772
25.766472,-100.374518
25.786469,-100.399978
25.683324,-100.278703
25.755701,-100.352252
25.774336,-100.377682
25.673586,-100.324099
25.680523,-100.311126
25.71894,-100.346789
25.731907,-100.34082
25.779561,-100.392058
25.63498,-100.289897
25.63112,-100.28667
25.714544,-100.369294
25.666908,-100.287502
25.736433,-100.333853
25.754531,-100.381885
25.750856,-100.354888
25.76338,-100.373231
25.682463,-100.310389
25.68272,-100.310612
25.684799,-100.28129
25.686861,-100.281676
25.745743,-100.359065
25.696184,-100.283764
25.727577,-100.36037
25.625918,-100.298481
25.790094,-100.376206
25.774402,-100.36144
25.664614,-100.333022
25.719834,-100.327562
25.684473,-100.331119
25.686838,-100.29969
25.687216,-100.299663
25.674142,-100.320555
25.786523,-100.378678
25.622824,-100.275183
25.687798,-100.342847
25.651433,-100.315291
25.611338,-100.270617
25.741192,-100.337656
25.732709,-100.321062
25.734466,-100.335935
25.781781,-100.369254
25.791571,-100.378976
25.720269,-100.367572
25.775278,-100.393515
25.77349,-100.398878
25.774449,-100.398212
25.729069,-100.359872
25.727889,-100.337336
25.739713,-100.339983
25.643343,-100.29832
25.733451,-100.3363
25.731098,-100.380047
25.696496,-100.310834
25.700323,-100.282431
25.659278,-100.292223
25.67601,-100.331546
25.631247,-100.28136
25.739486,-100.357799
25.736667,-100.388181
25.736883,-100.387484
25.78248,-100.392711
25.733147,-100.367983
25.77827,-100.374655
25.737284,-100.355905
25.685918,-100.276763
25.700418,-100.3318
25.677171,-100.293889
25.765212,-100.383392
25.758899,-100.371123
25.79562,-100.381749
25.74778,-100.345148
25.767358,-100.377974
25.642543,-100.313884
25.66887,-100.298254
25.78786,-100.402569
25.737769,-100.333351
25.771295,-100.367366
25.747078,-100.350746
25.684764,-100.288317
25.719595,-100.380724
25.736063,-100.339965
25.763823,-100.357771
25.761488,-100.419609
25.756358,-100.380292
25.785721,-100.402005
25.76411,-100.383311
25.647701,-100.289944
25.745168,-100.357796
25.758682,-100.372674
25.733237,-100.329423
25.771151,-100.377502
25.765061,-100.373051
25.779208,-100.380128
25.761681,-100.358912
25.774087,-100.419311
25.759122,-100.368216
25.792948,-100.397365
25.769745,-100.371173
25.740334,-100.392345
25.786024,-100.380577
25.768767,-100.381911
25.768162,-100.396187
25.792818,-100.385682
25.662061,-100.287744
25.733035,-100.343912
25.727039,-100.383715
25.665463,-100.343609
